term_str,n,p,i,h,df,idf,dfidf,n_chars,ngram_length,porter_stem,max_pos,max_pos_group,n_pos,cat_pos,n_pos_group,cat_pos_group,stop,tfidf_mean,dp,di,dh,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
hurting,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,hurt,NNP,NOUN,1,NNP,1,NOUN,0,3.7950183628708754,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,1,0,1,0,1,0,0,-1
husbandry,21,5.021919482847514e-06,17.603329671465023,8.840250424011793e-05,15,3.678071905112638,55.17107857668957,9,1,husbandri,NN,NOUN,2,NN|NNP,1,NOUN,0,1.840406268269403,0.078125,3.678071905112638,0.2873493675869248,0,0,0,0,0,0,1,0,0,1,1
hymn,11,2.6305292529201267e-06,18.536215475606486,4.876005704701362e-05,9,4.415037499278844,39.7353374935096,4,1,hymn,NN,NOUN,2,NN|NNP,1,NOUN,0,2.209197572282402,0.046875,4.415037499278844,0.2069548827786958,0,1,0,0,1,0,1,1,0,1,1
hypothesis,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,10,1,hypothesi,NN,NOUN,1,NN,1,NOUN,0,3.7950178392957135,0.005208333333333333,7.584962500721156,0.03950501302458935,0,1,0,0,0,0,0,0,1,0,0
idiot,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,5,1,idiot,NNP,NOUN,1,NNP,1,NOUN,0,3.7950519984471414,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,1,0,0,1,0,0,0,0,-1
ill,44,1.0522117011680507e-05,16.536215475606486,0.00017399599416469347,30,2.678071905112638,80.34215715337913,3,1,ill,NN,NOUN,1,NN,1,NOUN,0,1.3401687645699243,0.15625,2.678071905112638,0.4184487351738497,1,0,1,1,0,1,0,1,0,0,-1
illegal,178,4.2566746092707505e-05,14.519913663277384,0.000618065478192763,80,1.2630344058337937,101.04275246670349,7,1,illeg,NN,NOUN,2,NN|NNP,1,NOUN,0,0.6324833713130462,0.4166666666666667,1.2630344058337937,0.5262643357640807,1,0,1,1,0,1,0,1,0,0,-1
illegality,68,1.6261453563506237e-05,15.908184252993443,0.00025869019950975405,17,3.497499659470817,59.45749421100389,10,1,illeg,NN,NOUN,1,NN,1,NOUN,0,1.7503155656082747,0.08854166666666667,3.4974996594708165,0.3096744490156452,1,0,1,1,0,1,0,0,0,0,-1
illegitimate,13,3.1088072989056042e-06,18.29520737610269,5.6876274225819694e-05,12,4.0,48.0,12,1,illegitim,NN,NOUN,2,NN|NNP,1,NOUN,0,2.0014681416245397,0.0625,4.0,0.25,1,0,1,1,0,1,0,1,1,0,-1
illicit,35,8.369865804745858e-06,16.866364077298815,0.00014116920394097727,21,3.192645077942396,67.0455466367903,7,1,illicit,NN,NOUN,2,NN|NNP,1,NOUN,0,1.5976003029770134,0.109375,3.192645077942396,0.34919555539994956,1,0,1,1,0,1,0,0,0,0,-1
illiterate,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,3,6.0,18.0,10,1,illiter,NN,NOUN,1,NN,1,NOUN,0,3.0020177639025563,0.015625,6.0,0.09375,0,0,1,0,0,1,0,0,0,0,-1
illness,288,6.887203862190877e-05,13.82572209280147,0.0009522056659512002,93,1.0458036896131246,97.2597431340206,7,1,ill,NN,NOUN,2,NN|NNP,1,NOUN,0,0.5239315687097981,0.484375,1.0458036896131246,0.5065611621563573,0,0,0,1,0,1,0,1,0,0,-1
illumination,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,12,1,illumin,NN,NOUN,1,NN,1,NOUN,0,3.795013599099198,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,0,1,0,1,0,1,1,1
immaturity,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,10,1,immatur,NN,NOUN,1,NN,1,NOUN,0,3.7950172445153805,0.005208333333333333,7.584962500721156,0.03950501302458935,1,1,0,0,0,1,0,0,0,0,-1
immediately,1640,0.0003921879977080916,11.316166994738337,0.00443806487539682,163,0.23623434649007874,38.50619847788283,11,1,immedi,RB,ADV,2,NNP|RB,2,ADV|NOUN,0,0.11895968862542365,0.8489583333333334,0.23623434649007846,0.2005531170723062,0,1,0,0,0,1,1,0,0,0,0
imminent,88,2.1044234023361013e-05,15.536215475606486,0.0003269477543060259,50,1.9411063109464315,97.05531554732157,8,1,immin,NN,NOUN,2,NN|NNP,1,NOUN,0,0.9715390434613203,0.2604166666666667,1.9411063109464315,0.5054964351422999,0,1,0,1,0,0,0,0,0,0,0
immoral,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,7,1,immor,NN,NOUN,1,NN,1,NOUN,0,3.7950397334992463,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,1,0,1,0,1,0,0,-1
immorality,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,10,1,immor,NN,NOUN,1,NN,1,NOUN,0,3.2947130795839783,0.010416666666666666,6.584962500721156,0.06859335938251204,1,0,1,0,0,1,0,0,0,0,-1
immovable,72,1.7218009655477193e-05,15.82572209280147,0.0002724874357987545,37,2.3755091350922064,87.89383799841164,9,1,immov,NN,NOUN,2,NN|NNP,1,NOUN,0,1.188924077547862,0.19270833333333334,2.3755091350922064,0.4577804062417273,0,0,0,0,0,1,1,0,0,1,0
impart,34,8.130726781753119e-06,16.908184252993443,0.00013747582653663015,30,2.678071905112638,80.34215715337913,6,1,impart,NN,NOUN,1,NN,1,NOUN,0,1.3401186945732062,0.15625,2.678071905112638,0.4184487351738497,0,0,0,0,0,0,1,0,0,1,1
impartial,262,6.265442402409756e-05,13.962224092706332,0.0008747951086238933,100,0.9411063109464314,94.11063109464314,9,1,imparti,NN,NOUN,2,NN|NNP,1,NOUN,0,0.47140235619077314,0.5208333333333334,0.9411063109464314,0.4901595369512664,0,0,0,0,0,0,1,0,0,1,1
impartiality,131,3.132721201204878e-05,14.962224092706332,0.0004687247663239955,62,1.630766190334281,101.10750380072542,12,1,imparti,NN,NOUN,2,NN|NNP,1,NOUN,0,0.8164026513643644,0.3229166666666667,1.630766190334281,0.526601582295445,0,0,0,0,0,0,1,0,0,1,1
impeach,47,1.1239534080658722e-05,16.441058242566147,0.0001847898344394172,22,3.1255308820838588,68.76167940584489,7,1,impeach,NN,NOUN,2,NN|NNP,1,NOUN,0,1.5643536967311533,0.11458333333333333,3.125530882083859,0.3581337469054422,0,0,1,1,0,1,0,0,0,0,-1
impeccable,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,10,1,impecc,NN,NOUN,1,NN,1,NOUN,0,3.294710686731326,0.010416666666666666,6.584962500721156,0.06859335938251204,0,0,0,0,0,0,1,0,0,1,1
impending,5,1.1956951149636938e-06,19.67371899935642,2.3523769700698883e-05,5,5.2630344058337934,26.315172029168966,9,1,impend,VB,VERB,1,VB,1,VERB,0,2.633346671594349,0.026041666666666668,5.2630344058337934,0.1370581876519217,0,1,0,1,0,0,0,0,0,0,0
implicate,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,implic,NN,NOUN,1,NN,1,NOUN,0,3.7950223877251807,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,0,0,1,0,0,0,0,-1
importance,217,5.189316798942432e-05,14.234095861799304,0.0007386523277339207,90,1.0931094043914815,98.37984639523334,10,1,import,NN,NOUN,2,NN|NNP,1,NOUN,0,0.5474169491616138,0.46875,1.0931094043914815,0.512395033308507,0,1,0,0,0,0,1,0,0,0,1
important,152,3.63491314948963e-05,14.747719580800197,0.0005360667982923633,66,1.5405683813627027,101.67751316993838,9,1,import,NN,NOUN,2,NN|NNP,1,NOUN,0,0.7716118452883568,0.34375,1.5405683813627027,0.529570381093429,0,0,0,0,0,0,1,0,0,1,1
impossible,49,1.17178121266442e-05,16.380937250128575,0.0001919487451553543,34,2.497499659470817,84.91498842200778,10,1,imposs,NN,NOUN,1,NN,1,NOUN,0,1.2499472747142206,0.17708333333333334,2.4974996594708165,0.44226556469795714,0,0,0,0,0,1,0,1,0,0,-1
imprisoned,101,2.4153041322266617e-05,15.337435611491987,0.0003704457161019695,51,1.9125371587496605,97.53939509623268,10,1,imprison,VB,VERB,2,NNP|VB,2,NOUN|VERB,0,0.9573643409664391,0.265625,1.9125371587496605,0.5080176827928785,1,0,1,1,0,1,0,1,0,0,-1
imprisonment,576,0.00013774407724381754,12.82572209280147,0.001766667254658583,107,0.8434955143200092,90.25402003224099,12,1,imprison,NN,NOUN,2,NN|NNP,1,NOUN,0,0.42294175340023116,0.5572916666666666,0.8434955143200094,0.4700730210012552,1,0,1,1,0,1,0,1,0,0,-1
improve,119,2.8457543736135915e-05,15.10082933093584,0.0004297325111370307,64,1.584962500721156,101.43760004615399,7,1,improv,NN,NOUN,2,NN|NNP,1,NOUN,0,0.7935512221926726,0.3333333333333333,1.584962500721156,0.5283208335737186,0,1,0,0,1,0,1,0,0,1,1
improvement,172,4.113191195475107e-05,14.569382339541685,0.0005992665516251337,82,1.2274104961030725,100.64766068045195,11,1,improv,NN,NOUN,2,NN|NNP,1,NOUN,0,0.6145320502199578,0.4270833333333333,1.2274104961030727,0.5242065660440206,0,0,0,0,1,0,1,0,0,1,1
inability,428,0.0001023515018408922,13.254180107842636,0.0013565852397073724,81,1.2451124978365313,100.85411232475904,9,1,inabl,NN,NOUN,2,NN|NNP,1,NOUN,0,0.6239793744203151,0.421875,1.2451124978365313,0.5252818350247866,0,0,0,0,0,1,0,1,0,0,-1
inadequate,13,3.1088072989056042e-06,18.29520737610269,5.6876274225819694e-05,11,4.125530882083859,45.380839702922444,10,1,inadequ,NN,NOUN,1,NN,1,NOUN,0,2.0642829385221484,0.057291666666666664,4.125530882083859,0.23635854011938773,0,0,0,0,0,1,0,1,0,0,-1
inadmissible,31,7.4133097127749025e-06,17.041450783856906,0.0001263335526157419,19,3.3370349872775704,63.40366475827384,12,1,inadmiss,NN,NOUN,1,NN,1,NOUN,0,1.669895593766751,0.09895833333333333,3.337034987277571,0.3302274206160096,1,0,1,0,0,1,0,0,0,0,-1
inappropriate,26,6.2176145978112084e-06,17.29520737610269,0.00010753493385382819,14,3.777607578663552,52.886506101289726,13,1,inappropri,NN,NOUN,1,NN,1,NOUN,0,1.8902752492139754,0.07291666666666667,3.777607578663552,0.275450552610884,1,0,1,0,0,1,0,1,0,0,-1
inauguration,41,9.80469994270229e-06,16.6380950896257,0.00016313152997192836,18,3.415037499278844,61.470674987019194,12,1,inaugur,NN,NOUN,2,NN|NNP,1,NOUN,0,1.7090463763330972,0.09375,3.415037499278844,0.3201597655573916,0,1,0,0,1,0,1,0,0,1,1
incarceration,9,2.152251206934649e-06,18.82572209280147,4.0517683095648255e-05,5,5.2630344058337934,26.315172029168966,13,1,incarcer,NN,NOUN,2,NN|NNP,1,NOUN,0,2.6333348048426077,0.026041666666666668,5.2630344058337934,0.1370581876519217,1,0,1,1,0,1,0,1,0,0,-1
incest,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,6,1,incest,NN,NOUN,1,NN,1,NOUN,0,3.7950166660926072,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,1,0,1,0,1,0,0,-1
incite,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,8,4.584962500721156,36.67970000576925,6,1,incit,NN,NOUN,1,NN,1,NOUN,0,2.2940972076811685,0.041666666666666664,4.584962500721156,0.19104010419671483,1,1,0,1,0,1,0,0,0,0,-1
income,338,8.082898977154571e-05,13.594767657961599,0.0010988513359719186,100,0.9411063109464314,94.11063109464314,6,1,incom,NN,NOUN,2,NN|NNP,1,NOUN,0,0.4715427474464431,0.5208333333333334,0.9411063109464314,0.4901595369512664,0,1,0,0,1,1,1,1,0,1,0
incompatible,275,6.576323132300317e-05,13.89235928583176,0.0009136064373364252,90,1.0931094043914815,98.37984639523334,12,1,incompat,NN,NOUN,2,NN|NNP,1,NOUN,0,0.5477966233100273,0.46875,1.0931094043914815,0.512395033308507,1,0,1,0,0,1,0,1,0,0,-1
incompetent,20,4.782780459854775e-06,17.67371899935642,8.452951788308599e-05,14,3.777607578663552,52.886506101289726,11,1,incompet,NN,NOUN,1,NN,1,NOUN,0,1.8903082828958928,0.07291666666666667,3.777607578663552,0.275450552610884,1,0,0,0,0,1,0,1,0,0,-1
inconvenient,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,12,1,inconveni,NN,NOUN,1,NN,1,NOUN,0,3.2946887910649463,0.010416666666666666,6.584962500721156,0.06859335938251204,1,0,1,0,0,1,0,1,0,0,-1
incurable,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,7,4.777607578663552,33.44325305064487,9,1,incur,NN,NOUN,1,NN,1,NOUN,0,2.3905160379868344,0.036458333333333336,4.777607578663552,0.17418360963877536,1,0,1,1,0,1,0,1,0,0,-1
indecent,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,indec,NN,NOUN,1,NN,1,NOUN,0,3.795033268176327,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,1,0,0,1,0,0,0,0,-1
indemnity,51,1.2196090172629678e-05,16.323221752272286,0.00019907948439854301,26,2.884522782580064,74.99759234708166,9,1,indemn,NN,NOUN,2,NN|NNP,1,NOUN,0,1.443573135537459,0.13541666666666666,2.884522782580064,0.3906124601410503,0,0,0,0,0,0,1,0,0,1,1
independence,1313,0.000313989537189466,11.636995893350896,0.0036538949548289646,173,0.1503342730844314,26.007829243606633,12,1,independ,NN,NOUN,2,NN|NNP,1,NOUN,0,0.07574894336514258,0.9010416666666666,0.1503342730844317,0.13545744397711815,0,1,0,0,1,0,1,0,1,1,1
indict,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,4,5.584962500721156,22.339850002884624,6,1,indict,NN,NOUN,1,NN,1,NOUN,0,2.794425132810927,0.020833333333333332,5.584962500721156,0.11635338543169074,1,0,0,1,0,1,0,0,0,0,-1
indictment,59,1.4109202356571588e-05,16.11300404488194,0.00022734163464149579,32,2.584962500721156,82.718800023077,10,1,indict,NN,NOUN,2,NN|NNP,1,NOUN,0,1.293786430485379,0.16666666666666666,2.584962500721156,0.430827083453526,0,0,0,1,0,1,0,0,0,0,-1
indigent,12,2.8696682759128652e-06,18.410684593522628,5.283255751586963e-05,11,4.125530882083859,45.380839702922444,8,1,indig,NN,NOUN,1,NN,1,NOUN,0,2.0642732617880584,0.057291666666666664,4.125530882083859,0.23635854011938773,0,0,0,0,0,1,0,1,0,0,-1
indignation,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,11,1,indign,NN,NOUN,1,NN,1,NOUN,0,3.795021510409928,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,0,0,1,0,0,0,0,-1
indomitable,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,11,1,indomit,NN,NOUN,1,NN,1,NOUN,0,3.795017631550491,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,1,0,0,1,0,0,0,1
ineffectual,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,11,1,ineffectu,NN,NOUN,1,NN,1,NOUN,0,3.795015801913936,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,1,0,0,1,0,0,0,0,-1
inefficiency,12,2.8696682759128652e-06,18.410684593522628,5.283255751586963e-05,7,4.777607578663552,33.44325305064487,12,1,ineffici,NN,NOUN,1,NN,1,NOUN,0,2.39050257722963,0.036458333333333336,4.777607578663552,0.17418360963877536,0,0,1,0,0,1,0,1,0,0,-1
inefficient,9,2.152251206934649e-06,18.82572209280147,4.0517683095648255e-05,2,6.584962500721156,13.169925001442312,11,1,ineffici,NN,NOUN,1,NN,1,NOUN,0,3.2947433543312226,0.010416666666666666,6.584962500721156,0.06859335938251204,0,0,0,0,0,1,0,1,0,0,-1
ineptitude,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,10,1,ineptitud,NN,NOUN,1,NN,1,NOUN,0,2.794388710111164,0.020833333333333332,5.584962500721156,0.11635338543169074,0,0,1,1,0,1,0,1,0,0,-1
inequality,19,4.543641436862037e-06,17.747719580800197,8.063927409713152e-05,12,4.0,48.0,10,1,inequ,NN,NOUN,2,NN|NNP,1,NOUN,0,2.001495428710126,0.0625,4.0,0.25,1,0,0,1,0,1,0,1,0,0,-1
inexcusable,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,11,1,inexcus,NN,NOUN,1,NN,1,NOUN,0,3.7950138134882234,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,0,0,1,0,1,0,0,-1
infamous,12,2.8696682759128652e-06,18.410684593522628,5.283255751586963e-05,6,5.0,30.0,8,1,infam,NN,NOUN,1,NN,1,NOUN,0,2.5018728268960992,0.03125,5.0,0.15625,1,0,1,1,0,1,0,0,0,0,-1
infamy,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,3,6.0,18.0,6,1,infami,NN,NOUN,1,NN,1,NOUN,0,3.0020385320333087,0.015625,6.0,0.09375,0,0,0,0,0,1,0,1,0,0,-1
infant,13,3.1088072989056042e-06,18.29520737610269,5.6876274225819694e-05,7,4.777607578663552,33.44325305064487,6,1,infant,NN,NOUN,1,NN,1,NOUN,0,2.390486144634005,0.036458333333333336,4.777607578663552,0.17418360963877536,0,1,0,1,1,0,1,0,1,0,1
infectious,46,1.1000395057665985e-05,16.47208513818677,0.00018119944394356306,34,2.497499659470817,84.91498842200778,10,1,infecti,NN,NOUN,1,NN,1,NOUN,0,1.2498205989349547,0.17708333333333334,2.4974996594708165,0.44226556469795714,0,0,1,1,0,1,0,1,0,0,-1
inferior,90,2.152251206934649e-05,15.503793997914109,0.0003336805934407681,41,2.2274104961030723,91.32383034022597,8,1,inferior,NN,NOUN,2,NN|NNP,1,NOUN,0,1.1150662224225205,0.21354166666666666,2.2274104961030727,0.475644949688677,0,0,0,0,0,1,0,1,0,0,-1
infidel,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,infidel,NN,NOUN,1,NN,1,NOUN,0,3.7950379110089973,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,1,0,1,0,0,0,0,-1
infiltration,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,12,1,infiltr,NN,NOUN,1,NN,1,NOUN,0,3.2947245786697246,0.010416666666666666,6.584962500721156,0.06859335938251204,0,0,0,0,0,1,1,0,0,0,0
infirmity,274,6.552409230001043e-05,13.897615011283255,0.0009106286087493345,48,2.0,96.0,9,1,infirm,NN,NOUN,1,NN,1,NOUN,0,1.0016079507572186,0.25,2.0,0.5,0,0,0,1,0,1,0,0,0,0,-1
inflation,9,2.152251206934649e-06,18.82572209280147,4.0517683095648255e-05,6,5.0,30.0,9,1,inflat,NN,NOUN,1,NN,1,NOUN,0,2.5017527685031538,0.03125,5.0,0.15625,0,0,0,1,0,1,0,0,0,0,-1
inflict,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,8,4.584962500721156,36.67970000576925,7,1,inflict,NN,NOUN,1,NN,1,NOUN,0,2.2941067159564916,0.041666666666666664,4.584962500721156,0.19104010419671483,1,0,0,1,0,1,0,1,0,0,-1
infliction,20,4.782780459854775e-06,17.67371899935642,8.452951788308599e-05,17,3.497499659470817,59.45749421100389,10,1,inflict,NN,NOUN,2,NN|NNP,1,NOUN,0,1.7500870217284816,0.08854166666666667,3.4974996594708165,0.3096744490156452,0,0,0,1,0,1,0,1,0,0,-1
influence,99,2.367476327628114e-05,15.366290474164172,0.0003637932894104106,52,1.8845227825800641,97.99518469416333,9,1,influenc,NN,NOUN,2,NN|NNP,1,NOUN,0,0.9432824564238493,0.2708333333333333,1.8845227825800641,0.5103915869487673,0,0,0,0,0,1,1,0,0,0,0
infraction,36,8.609004827738597e-06,16.82572209280147,0.0001448527227271158,19,3.3370349872775704,63.40366475827384,10,1,infract,NN,NOUN,1,NN,1,NOUN,0,1.669857141553101,0.09895833333333333,3.337034987277571,0.3302274206160096,1,0,0,0,0,1,0,0,0,0,-1
inheritance,133,3.180549005803426e-05,14.940364658742594,0.00047518561961704396,85,1.1755715645834544,99.92358298959363,11,1,inherit,NN,NOUN,2,NN|NNP,1,NOUN,0,0.5887014810132914,0.4427083333333333,1.1755715645834544,0.5204353280708001,0,1,0,0,1,0,1,0,1,1,1
inhibit,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,3,6.0,18.0,7,1,inhibit,NN,NOUN,1,NN,1,NOUN,0,3.00202808274854,0.015625,6.0,0.09375,1,0,1,0,0,1,0,1,0,0,-1
inhuman,178,4.2566746092707505e-05,14.519913663277384,0.000618065478192763,110,0.8036027871964965,88.39630659161462,7,1,inhuman,NN,NOUN,2,NN|NNP,1,NOUN,0,0.40247303914353544,0.5729166666666666,0.8036027871964967,0.46039743016465956,1,0,1,1,0,1,0,1,0,0,-1
inimical,7,1.6739731609491714e-06,19.188292172186177,3.212068610069074e-05,4,5.584962500721156,22.339850002884624,8,1,inim,NN,NOUN,1,NN,1,NOUN,0,2.794406017637382,0.020833333333333332,5.584962500721156,0.11635338543169074,1,0,0,0,0,1,0,1,0,0,-1
injure,10,2.3913902299273877e-06,18.67371899935642,4.465614917147038e-05,9,4.415037499278844,39.7353374935096,6,1,injur,NN,NOUN,1,NN,1,NOUN,0,2.209102709835427,0.046875,4.415037499278844,0.2069548827786958,1,0,0,1,0,1,0,1,0,0,-1
injured,41,9.80469994270229e-06,16.6380950896257,0.00016313152997192836,23,3.0614005446641435,70.4122125272753,7,1,injur,VB,VERB,2,NNP|VB,2,NOUN|VERB,0,1.5319697599867936,0.11979166666666667,3.0614005446641435,0.36673027357955884,0,0,0,1,0,1,0,1,0,0,-1
injurious,46,1.1000395057665985e-05,16.47208513818677,0.00018119944394356306,34,2.497499659470817,84.91498842200778,9,1,injuri,NN,NOUN,1,NN,1,NOUN,0,1.2497818435087493,0.17708333333333334,2.4974996594708165,0.44226556469795714,1,0,0,1,0,1,0,1,0,0,-1
injury,33,7.89158775876038e-06,16.95125297488533,0.00013377230047225552,19,3.3370349872775704,63.40366475827384,6,1,injuri,NN,NOUN,1,NN,1,NOUN,0,1.669823781096932,0.09895833333333333,3.337034987277571,0.3302274206160096,1,0,0,1,0,1,0,1,0,0,-1
injustice,78,1.8652843793433624e-05,15.710244875381534,0.00029304074361708284,37,2.3755091350922064,87.89383799841164,9,1,injustic,NN,NOUN,1,NN,1,NOUN,0,1.188911775787517,0.19270833333333334,2.3755091350922064,0.4577804062417273,1,0,0,0,0,1,0,0,0,0,-1
inmate,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,6,1,inmat,NN,NOUN,1,NN,1,NOUN,0,2.7943755153011627,0.020833333333333332,5.584962500721156,0.11635338543169074,0,0,1,1,0,1,0,0,0,0,-1
innocent,133,3.180549005803426e-05,14.940364658742594,0.00047518561961704396,130,0.5625946876927017,73.13730940005122,8,1,innoc,NN,NOUN,1,NN,1,NOUN,0,0.28172334235458657,0.6770833333333334,0.5625946876927015,0.38092348645859997,0,0,0,0,0,0,1,0,0,1,1
inoperative,16,3.82622436788382e-06,17.995647094243783,6.885538342783323e-05,10,4.2630344058337934,42.63034405833793,11,1,inop,NN,NOUN,1,NN,1,NOUN,0,2.1331497946870557,0.052083333333333336,4.2630344058337934,0.22203304197051008,1,0,0,0,0,1,0,0,0,0,-1
inquiry,380,9.087282873724073e-05,13.425791485912836,0.0012200396503612618,94,1.0303736490435187,96.85512301009075,7,1,inquiri,NN,NOUN,2,NN|NNP,1,NOUN,0,0.5162282661160377,0.4895833333333333,1.030373649043519,0.5044537656775561,0,1,0,0,0,0,1,0,0,0,1
insane,47,1.1239534080658722e-05,16.441058242566147,0.0001847898344394172,23,3.0614005446641435,70.4122125272753,6,1,insan,NN,NOUN,1,NN,1,NOUN,0,1.5320675023080907,0.11979166666666667,3.0614005446641435,0.36673027357955884,1,0,0,1,0,1,0,0,0,0,-1
insanity,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,6,5.0,30.0,8,1,insan,NN,NOUN,1,NN,1,NOUN,0,2.5017778012795833,0.03125,5.0,0.15625,1,0,1,1,0,1,0,1,0,0,-1
insecure,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,insecur,NN,NOUN,1,NN,1,NOUN,0,3.7950172341712953,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,1,0,1,0,1,0,0,-1
insecurity,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,10,1,insecur,NN,NOUN,1,NN,1,NOUN,0,2.794380497598875,0.020833333333333332,5.584962500721156,0.11635338543169074,0,0,0,1,0,1,0,0,0,0,-1
inseparable,19,4.543641436862037e-06,17.747719580800197,8.063927409713152e-05,18,3.415037499278844,61.470674987019194,11,1,insepar,NN,NOUN,1,NN,1,NOUN,0,1.7088554392247037,0.09375,3.415037499278844,0.3201597655573916,0,0,0,0,1,0,1,0,0,1,1
insolvency,16,3.82622436788382e-06,17.995647094243783,6.885538342783323e-05,14,3.777607578663552,52.886506101289726,10,1,insolv,NN,NOUN,2,NN|NNP,1,NOUN,0,1.8902068545117912,0.07291666666666667,3.777607578663552,0.275450552610884,0,0,0,1,0,1,0,1,1,0,-1
insolvent,56,1.3391785287593371e-05,16.188292172186177,0.00021679013294274578,26,2.884522782580064,74.99759234708166,9,1,insolv,NN,NOUN,2,NN|NNP,1,NOUN,0,1.4435356442639338,0.13541666666666666,2.884522782580064,0.3906124601410503,0,0,0,1,0,1,0,1,0,1,-1
inspiration,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,5,5.2630344058337934,26.315172029168966,11,1,inspir,NN,NOUN,1,NN,1,NOUN,0,2.633358242472886,0.026041666666666668,5.2630344058337934,0.1370581876519217,0,1,0,0,1,0,1,0,0,0,1
inspire,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,7,1,inspir,NN,NOUN,1,NN,1,NOUN,0,3.294719470760604,0.010416666666666666,6.584962500721156,0.06859335938251204,0,1,0,0,1,0,1,0,0,1,1
inspired,32,7.65244873576764e-06,16.995647094243783,0.0001300583181198988,27,2.8300749985576874,76.41202496105755,8,1,inspir,VB,VERB,2,NNP|VB,2,NOUN|VERB,0,1.416271215930595,0.140625,2.8300749985576874,0.3979792966721748,0,0,0,0,1,0,1,0,1,1,1
instability,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,6,5.0,30.0,11,1,instabl,NN,NOUN,1,NN,1,NOUN,0,2.5017012647714885,0.03125,5.0,0.15625,0,0,1,1,0,1,0,0,0,0,-1
instruct,28,6.6958926437966855e-06,17.188292172186177,0.00011509095911516958,21,3.192645077942396,67.0455466367903,8,1,instruct,NN,NOUN,1,NN,1,NOUN,0,1.597593678815171,0.109375,3.192645077942396,0.34919555539994956,0,0,0,0,0,0,1,0,0,1,1
